database_x,database_y,description_x,description_y,label
hospital_admission_record-birth_address,death_record-record_time,Place where the patient was born.,The time when the death record was documented.,0
hospital_admission_record-birth_address,death_record-diagnosis_and_treatment_process,Place where the patient was born.,An exhaustive report on the treatment process leading to the patient's death. This encompasses a comprehensive review of the disease progression/the full scope of treatments attempted/the patient's response to these treatments and any complications or side effects experienced.,0
hospital_admission_record-birth_address,death_record-recording_physician_s_signature,Place where the patient was born.,The signature of the physician who documented the death record.,0
hospital_admission_record-birth_address,death_record-patient_hospitalization_id,Place where the patient was born.,The unique ID assigned to the patient’s hospitalization.,0
hospital_admission_record-current_address,admission_records-name,Address where the patient currently resides.,Patient's full name.,0
hospital_admission_record-current_address,admission_records-gender,Address where the patient currently resides.,Patient's gender.,0
hospital_admission_record-current_address,admission_records-physical_examination,Address where the patient currently resides.,Notes from the physical examination of the patient.,0
hospital_admission_record-current_address,admission_records-personal_history,Address where the patient currently resides.,Patient's personal history.,0
hospital_admission_record-current_address,admission_records-preliminary_diagnosis,Address where the patient currently resides.,Initial diagnosis made upon admission.,0
hospital_admission_record-current_address,admission_records-chief_complaint,Address where the patient currently resides.,Main complaint or reason for admission.,0
hospital_admission_record-current_address,admission_records-historian,Address where the patient currently resides.,Person providing the medical history.,0
hospital_admission_record-current_address,admission_records-admission_date,Address where the patient currently resides.,Date when the patient was admitted.,0
